64	168	10752	0.00	0.00	0.00	inf	inf	inf
62	174	10788	0.00	0.00	0.00	inf	inf	inf
60	179	10740	0.00	0.00	0.00	inf	inf	inf
58	186	10788	0.00	0.00	0.00	inf	inf	inf
56	192	10752	0.00	0.00	0.00	inf	inf	inf
54	199	10746	0.00	0.00	0.00	inf	inf	inf
52	207	10764	0.00	0.00	0.00	inf	inf	inf
50	215	10750	0.00	0.00	0.00	inf	inf	inf
48	224	10752	1.00	0.50	0.50	10752.00	21504.00	21504.00
46	234	10764	0.00	0.00	0.00	inf	inf	inf
44	245	10780	0.00	0.00	0.00	inf	inf	inf
42	256	10752	0.00	0.00	0.00	inf	inf	inf
40	269	10760	0.00	0.00	0.00	inf	inf	inf
38	283	10754	0.00	0.00	0.00	inf	inf	inf
36	299	10764	0.00	0.00	0.00	inf	inf	inf
34	316	10744	1.00	0.50	0.50	10744.00	21488.00	21488.00
32	336	10752	0.00	0.00	0.00	inf	inf	inf
30	358	10740	0.00	0.00	0.00	inf	inf	inf
28	384	10752	0.00	0.00	0.00	inf	inf	inf
26	413	10738	0.00	0.00	0.00	inf	inf	inf
24	448	10752	1.00	0.50	0.50	10752.00	21504.00	21504.00
22	489	10758	0.00	0.00	0.00	inf	inf	inf
20	537	10740	0.00	0.00	0.00	inf	inf	inf
18	597	10746	0.00	0.00	0.00	inf	inf	inf
16	672	10752	1.00	0.50	0.50	10752.00	21504.00	21504.00
14	767	10738	0.00	0.00	0.00	inf	inf	inf
12	895	10740	1.00	0.50	0.50	10740.00	21480.00	21480.00
10	1074	10740	0.00	0.00	0.00	inf	inf	inf
8	1343	10744	1.00	0.50	0.50	10744.00	21488.00	21488.00
6	1790	10740	1.00	0.50	0.50	10740.00	21480.00	21480.00
4	2685	10740	1.00	0.50	0.50	10740.00	21480.00	21480.00
2	5369	10738	3.00	1.50	1.50	3579.33	7158.67	7158.67
64	168	10752	0.00	0.00	0.00	inf	inf	inf
62	174	10788	0.00	0.00	0.00	inf	inf	inf
60	179	10740	0.00	0.00	0.00	inf	inf	inf
58	186	10788	1.00	0.50	0.50	10788.00	21576.00	21576.00
56	192	10752	0.00	0.00	0.00	inf	inf	inf
54	199	10746	0.00	0.00	0.00	inf	inf	inf
52	207	10764	0.00	0.00	0.00	inf	inf	inf
50	215	10750	0.00	0.00	0.00	inf	inf	inf
48	224	10752	0.00	0.00	0.00	inf	inf	inf
46	234	10764	0.00	0.00	0.00	inf	inf	inf
44	245	10780	0.00	0.00	0.00	inf	inf	inf
42	256	10752	0.00	0.00	0.00	inf	inf	inf
40	269	10760	1.00	0.50	0.50	10760.00	21520.00	21520.00
38	283	10754	0.00	0.00	0.00	inf	inf	inf
36	299	10764	0.00	0.00	0.00	inf	inf	inf
34	316	10744	0.00	0.00	0.00	inf	inf	inf
32	336	10752	0.00	0.00	0.00	inf	inf	inf
30	358	10740	0.00	0.00	0.00	inf	inf	inf
28	384	10752	1.00	0.50	0.50	10752.00	21504.00	21504.00
26	413	10738	0.00	0.00	0.00	inf	inf	inf
24	448	10752	0.00	0.00	0.00	inf	inf	inf
22	489	10758	0.00	0.00	0.00	inf	inf	inf
20	537	10740	1.00	0.50	0.50	10740.00	21480.00	21480.00
18	597	10746	0.00	0.00	0.00	inf	inf	inf
16	672	10752	0.00	0.00	0.00	inf	inf	inf
14	767	10738	1.00	0.50	0.50	10738.00	21476.00	21476.00
12	895	10740	0.00	0.00	0.00	inf	inf	inf
10	1074	10740	1.00	0.50	0.50	10740.00	21480.00	21480.00
8	1343	10744	0.00	0.00	0.00	inf	inf	inf
6	1790	10740	1.00	0.50	0.50	10740.00	21480.00	21480.00
4	2685	10740	2.00	1.00	1.00	5370.00	10740.00	10740.00
2	5369	10738	2.00	1.00	1.00	5369.00	10738.00	10738.00
