131072	132	1016800,97	992,969697
65536	132	1016800,97	992,969697
32768	133	1009155,85	985,5037594
16384	135	994205,3926	970,9037037
8192	138	972592,2319	949,7971014
4096	144	932067,5556	910,2222222
2048	157	854889,9873	834,8535032
1024	178	754032,1798	736,3595506
512	220	610080,5818	595,7818182
256	313	428810,6326	418,7603834
128	495	271146,9253	264,7919192
