4096	4631	927438,4142	905,7015763
2048	2509	855912,1754	835,8517338
1024	1435	748252,1422	730,7149826
512	919	584190,3286	570,4983678
256	625	429496,7296	419,4304
128	500	268435,456	262,144
64	441	152174,2948	148,6077098
32	451	74400,07095	72,65631929
16	325	51622,20308	50,41230769
